x(m),y(m),z(m),dtr(m)
-2.418248857692068908e+06,5.385783553316577338e+06,2.405751181266574189e+06,-2.796507123929933179e+06
-2.418248349072130397e+06,5.385777519209118560e+06,2.405750375463738572e+06,-2.796505574910781346e+06
-2.418248323102127761e+06,5.385778971205021255e+06,2.405750864243006799e+06,-2.796498136214579456e+06
-2.418248650052282959e+06,5.385781550923806615e+06,2.405751171567790210e+06,-2.796489775109687820e+06
-2.418249866631307174e+06,5.385783594288204797e+06,2.405750598958272487e+06,-2.796481574990400113e+06
-2.418249664289940614e+06,5.385783446492753923e+06,2.405750247249689884e+06,-2.796475531215392053e+06
-2.418249356761372183e+06,5.385783294370602816e+06,2.405750916502568405e+06,-2.796469213338994887e+06
-2.418249230719210114e+06,5.385782608673309907e+06,2.405750690596765373e+06,-2.796463517514042556e+06
-2.418248905045350082e+06,5.385781531939426437e+06,2.405750972495758906e+06,-2.796457989756717812e+06
-2.418252061543022282e+06,5.385803481353356503e+06,2.405751442578925285e+06,-2.796435405492865480e+06
-2.418251723654549569e+06,5.385801484197197482e+06,2.405751342219219077e+06,-2.796430652918138541e+06
-2.418251575391643681e+06,5.385800699161931872e+06,2.405751345847846940e+06,-2.796424953481771052e+06
-2.418251923699130304e+06,5.385800727786047384e+06,2.405751449726060499e+06,-2.796418514258272480e+06
-2.418251478741951287e+06,5.385798811981648207e+06,2.405751555572655983e+06,-2.796413650613311678e+06
-2.418251208473724313e+06,5.385796945198087022e+06,2.405751153907476924e+06,-2.796408866317648441e+06
-2.418250687067769933e+06,5.385796297266095877e+06,2.405750739865073003e+06,-2.796403426030781586e+06
-2.418256522857180797e+06,5.385798230894535780e+06,2.405754395558609162e+06,-2.796392158479174599e+06
-2.418256611038058531e+06,5.385797777334656566e+06,2.405754438983232249e+06,-2.796386140361303464e+06
-2.418256478534863796e+06,5.385797402449962683e+06,2.405754853167181369e+06,-2.796380073762032669e+06
-2.418255593062741682e+06,5.385795921804243699e+06,2.405754365400773473e+06,-2.796375419824394863e+06
-2.418260868779502809e+06,5.385799294689081609e+06,2.405758398271168582e+06,-2.796364019638529047e+06
-2.418261106752039865e+06,5.385799177344487049e+06,2.405758642843214329e+06,-2.796357642871074378e+06
-2.418260774007472675e+06,5.385798002594598569e+06,2.405758188718093093e+06,-2.796352449528298341e+06
-2.418261134306656662e+06,5.385798017534833401e+06,2.405758525983494241e+06,-2.796345826937215403e+06
-2.418260881100074388e+06,5.385797105178956874e+06,2.405757662648998667e+06,-2.796340541962746996e+06
-2.418261468173636124e+06,5.385796896758765914e+06,2.405758598988411948e+06,-2.796333789358736947e+06
-2.418257235503537115e+06,5.385791840556954965e+06,2.405755508413798641e+06,-2.796333249140266329e+06
-2.418257193470478058e+06,5.385790981414938346e+06,2.405755511298397556e+06,-2.796327578430038877e+06
-2.418256454688230529e+06,5.385791312506936491e+06,2.405755703853009734e+06,-2.796321257716052700e+06
-2.418256601432153955e+06,5.385790717808070593e+06,2.405755945460229646e+06,-2.796315186193984002e+06
-2.418257033210095484e+06,5.385789609535154887e+06,2.405756313034426887e+06,-2.796309228650330100e+06
-2.418256936330038123e+06,5.385789226494858973e+06,2.405755912081950344e+06,-2.796303438331955113e+06
-2.418256750994164031e+06,5.385789609396023676e+06,2.405756071784663014e+06,-2.796296955452906899e+06
-2.418257249402368907e+06,5.385790195170508698e+06,2.405756997398416046e+06,-2.796289605009985622e+06
-2.418256678375003859e+06,5.385788015633904375e+06,2.405756029180947691e+06,-2.796285360433221795e+06
-2.418256954386761412e+06,5.385787294428484514e+06,2.405756178843475413e+06,-2.796279410749798641e+06
-2.418257035735583864e+06,5.385787898633844219e+06,2.405756455305017531e+06,-2.796272611106499564e+06
-2.418257106006128248e+06,5.385787398255915381e+06,2.405755655370063148e+06,-2.796266859886466060e+06
-2.418257004025432747e+06,5.385789171850604005e+06,2.405757128669527825e+06,-2.796258868081068154e+06
-2.418256856183591299e+06,5.385787984161633998e+06,2.405756431837561540e+06,-2.796253674396653660e+06
-2.418259093007906340e+06,5.385789733614376746e+06,2.405758264444344677e+06,-2.796244943618310615e+06
-2.418258686690774746e+06,5.385790326260869391e+06,2.405758794435515068e+06,-2.796238209774260875e+06
-2.418257684115233831e+06,5.385789330548629165e+06,2.405758351676345337e+06,-2.796233134699784219e+06
-2.418257300383336376e+06,5.385790172672246583e+06,2.405759178166851401e+06,-2.796226101032441016e+06
-2.418256736277020536e+06,5.385789609427015297e+06,2.405758843887986615e+06,-2.796220523113983218e+06
-2.418256615499066189e+06,5.385789036553134210e+06,2.405758972516085021e+06,-2.796214578625207301e+06
-2.418256991828889586e+06,5.385789348765928298e+06,2.405759794673203491e+06,-2.796207604068083689e+06
-2.418256752220514230e+06,5.385786286306369118e+06,2.405757579015814234e+06,-2.796204202435480431e+06
-2.418256220305507071e+06,5.385785136007862166e+06,2.405756967205606401e+06,-2.796199073276852723e+06
-2.418256543944563251e+06,5.385785985971995629e+06,2.405758265740448609e+06,-2.796191573697312269e+06
-2.418257003038714174e+06,5.385785932134112343e+06,2.405758054770247545e+06,-2.796185035645475611e+06
-2.418253887679900974e+06,5.385780650078336708e+06,2.405754833082122263e+06,-2.796184308639685158e+06
-2.418254057488031685e+06,5.385781220983318985e+06,2.405754455697805621e+06,-2.796177656666770577e+06
-2.418253486575982533e+06,5.385781014300450683e+06,2.405754551193515770e+06,-2.796171783946886659e+06
-2.418253592924206052e+06,5.385782765896570869e+06,2.405756280048341490e+06,-2.796163685682015959e+06
-2.418255129834417719e+06,5.385782309929399751e+06,2.405755513571222313e+06,-2.796157581348258071e+06
-2.418255346032094676e+06,5.385782341575591825e+06,2.405755632982133422e+06,-2.796151109713613987e+06
-2.418256369506827556e+06,5.385782452068432234e+06,2.405755783406378701e+06,-2.796144264210368972e+06
-2.418256231506714132e+06,5.385782452658152208e+06,2.405755487943365239e+06,-2.796138031188847963e+06
-2.418256433349929284e+06,5.385783720398508944e+06,2.405756266134015284e+06,-2.796130491089422256e+06
-2.418257223556859419e+06,5.385786195725578815e+06,2.405758196986811236e+06,-2.796121518907444086e+06
-2.418257754975218326e+06,5.385789912094398402e+06,2.405760803235676140e+06,-2.796111607764489483e+06
-2.418261089117029682e+06,5.385792791660021059e+06,2.405759179110973608e+06,-2.796102410875733942e+06
-2.418257911552646663e+06,5.385789000538767315e+06,2.405756574754440226e+06,-2.796100433461109642e+06
-2.418257489243632648e+06,5.385787484037121758e+06,2.405755360820855945e+06,-2.796095720719321631e+06
-2.418257269698695280e+06,5.385788042089375667e+06,2.405755756774872541e+06,-2.796089014171903487e+06
-2.418256646732009016e+06,5.385787468341573142e+06,2.405755797435211018e+06,-2.796083217135027517e+06
-2.418256479173262138e+06,5.385785964584578760e+06,2.405754744980810210e+06,-2.796078335809166543e+06
-2.418256347251332831e+06,5.385784582535480149e+06,2.405754081328817643e+06,-2.796073276602063328e+06
-2.418259849856723100e+06,5.385786876912396401e+06,2.405755826962846331e+06,-2.796063783995518927e+06
-2.418260028558718972e+06,5.385785288366291672e+06,2.405755205810206942e+06,-2.796058665905063972e+06
-2.418260673841701355e+06,5.385786643238531426e+06,2.405756196717905346e+06,-2.796050873421709053e+06
-2.418260926758416463e+06,5.385787409088097513e+06,2.405756843037274200e+06,-2.796043663396392483e+06
-2.418260842014242429e+06,5.385787103276794776e+06,2.405756808476019185e+06,-2.796037550801436417e+06
-2.418260932616762817e+06,5.385788124657420442e+06,2.405757266741211526e+06,-2.796030335672643967e+06
-2.418256760661896784e+06,5.385784690268171951e+06,2.405754345220023300e+06,-2.796028740273707081e+06
-2.418256478700707201e+06,5.385784084386636503e+06,2.405754138678373303e+06,-2.796023035902829841e+06
-2.418256034191445448e+06,5.385783915495682508e+06,2.405754296248468105e+06,-2.796016880913752597e+06
-2.418256171427718364e+06,5.385783991243039258e+06,2.405754680053245742e+06,-2.796010254385552369e+06
-2.418256358404264320e+06,5.385784607267390937e+06,2.405755460338273551e+06,-2.796003137763010804e+06
-2.418256415009930730e+06,5.385783124284143560e+06,2.405754940812374465e+06,-2.795998002001296729e+06
-2.418256737873735372e+06,5.385782334045578726e+06,2.405754373114372604e+06,-2.795992219857048243e+06
-2.418256565982499160e+06,5.385781687159175985e+06,2.405753913650569040e+06,-2.795986588717452250e+06
-2.418256822154264431e+06,5.385781317785101011e+06,2.405753837930638343e+06,-2.795980459888226353e+06
-2.418259773489766754e+06,5.385784908086384647e+06,2.405752843543657567e+06,-2.795970123735012487e+06
-2.418258953059872612e+06,5.385788353042924777e+06,2.405755510477888864e+06,-2.795960861186104827e+06
-2.418258924585582688e+06,5.385789876340071671e+06,2.405757299472506158e+06,-2.795952900701697916e+06
-2.418261867729770020e+06,5.385788522978885099e+06,2.405758449207905680e+06,-2.795946369705233723e+06
-2.418261897529391572e+06,5.385788830848487094e+06,2.405758284993506037e+06,-2.795939825986938551e+06
-2.418262110171881039e+06,5.385788869636164047e+06,2.405758790355700534e+06,-2.795933224437538069e+06
-2.418261671153421979e+06,5.385788673710643314e+06,2.405758151216922794e+06,-2.795927345163667109e+06
-2.418261553097953089e+06,5.385788915996152908e+06,2.405758717098703608e+06,-2.795914358897126280e+06
-2.418257907237713225e+06,5.385786448941334151e+06,2.405756957413550932e+06,-2.795911435530299786e+06
-2.418258442195590120e+06,5.385785306973160245e+06,2.405757427153907251e+06,-2.795905526955761481e+06
-2.418258119112077169e+06,5.385785573142356239e+06,2.405757457950144541e+06,-2.795899097135033458e+06
-2.418261198902722448e+06,5.385787747023572214e+06,2.405759272799238563e+06,-2.795876351754297968e+06
-2.418241555680315476e+06,5.385777669905505143e+06,2.405757074280029628e+06,-2.795885606894823257e+06
-2.418240489090609364e+06,5.385777335829879157e+06,2.405757331922174431e+06,-2.795879820337139536e+06
-2.418238734764866531e+06,5.385775784299469553e+06,2.405757279773021583e+06,-2.795875403326182626e+06
-2.418238565971117467e+06,5.385775622639300302e+06,2.405757372343232390e+06,-2.795869098321259022e+06
-2.418238831516089849e+06,5.385777456522894092e+06,2.405759800980984233e+06,-2.795860444672108628e+06
-2.418237121181107592e+06,5.385778494740699418e+06,2.405760591459566262e+06,-2.795853926972447429e+06
-2.418236947226291522e+06,5.385777945783572271e+06,2.405760030170112848e+06,-2.795848107398046181e+06
-2.418257768038955517e+06,5.385787104374025948e+06,2.405761279391360004e+06,-2.795826512351398356e+06
-2.418233373107142746e+06,5.385771834116279148e+06,2.405755300654407125e+06,-2.795830053279169369e+06
-2.418232329069135245e+06,5.385769646957357414e+06,2.405754246135617606e+06,-2.795826152204597834e+06
-2.418227974885170348e+06,5.385765554610869847e+06,2.405754650534934364e+06,-2.795824332155974582e+06
-2.418228447683560662e+06,5.385765572495739907e+06,2.405755352066964377e+06,-2.795817612120045815e+06
-2.418256451102186926e+06,5.385782918423943222e+06,2.405756922524695285e+06,-2.795787119397949427e+06
-2.418255911631991621e+06,5.385782221799969673e+06,2.405756667721346486e+06,-2.795781439571754541e+06
-2.418255186430664267e+06,5.385781849333450198e+06,2.405756593799010850e+06,-2.795775619902115781e+06
-2.418255229585980531e+06,5.385782061940488406e+06,2.405757172118004877e+06,-2.795768968392713461e+06
-2.418258029126892798e+06,5.385783046315155923e+06,2.405755113226137590e+06,-2.795762248142259195e+06
-2.418256531949792057e+06,5.385780778209697455e+06,2.405754804180827457e+06,-2.795751812330363318e+06
-2.418256671179619618e+06,5.385781712754202075e+06,2.405754776091394946e+06,-2.795744722778591327e+06
-2.418255977001089603e+06,5.385782294860325754e+06,2.405755498707998078e+06,-2.795738155921487138e+06
-2.418256366872081067e+06,5.385782263819522224e+06,2.405755944866651669e+06,-2.795731540957289748e+06
-2.418256243838031776e+06,5.385781607568234205e+06,2.405755939004203305e+06,-2.795725828377507627e+06
-2.418255419245555531e+06,5.385782332395686768e+06,2.405756702222304419e+06,-2.795719082728829700e+06
-2.418255006139189471e+06,5.385783176409173757e+06,2.405757417339172680e+06,-2.795712155007501133e+06
-2.418254555752839893e+06,5.385783567533669993e+06,2.405759232056298293e+06,-2.795705117987724952e+06
-2.418254544297395274e+06,5.385784251940883696e+06,2.405760333039669320e+06,-2.795697817407982424e+06
-2.418251027220861986e+06,5.385783382890381850e+06,2.405762353704712354e+06,-2.795685540648224298e+06
-2.418253967562525999e+06,5.385784900657188147e+06,2.405761341000480112e+06,-2.795676459955875762e+06
-2.418253300597231835e+06,5.385784963622298092e+06,2.405761513925306965e+06,-2.795670381614410784e+06
-2.418252546191641130e+06,5.385785542731257156e+06,2.405762354790558573e+06,-2.795663837735636625e+06
-2.418253053618791047e+06,5.385784785626539961e+06,2.405761210374225397e+06,-2.795645165044565219e+06
-2.418252996389115229e+06,5.385786131687375717e+06,2.405762674536597915e+06,-2.795637408167077228e+06
-2.418253058292238507e+06,5.385786591801631264e+06,2.405763108026006259e+06,-2.795630667572323699e+06
-2.418227817482967861e+06,5.385773730404041708e+06,2.405762648097480647e+06,-2.795644310859694146e+06
-2.418226730005330406e+06,5.385774579334213398e+06,2.405761915079282597e+06,-2.795631865359888878e+06
-2.418226732684305403e+06,5.385775369495782070e+06,2.405762007119758055e+06,-2.795624981025308836e+06
-2.418227162542862818e+06,5.385774001416865736e+06,2.405761103630205151e+06,-2.795619823731784709e+06
-2.418227176252192818e+06,5.385773667405699380e+06,2.405761203894473612e+06,-2.795613491855510045e+06
-2.418226693544964306e+06,5.385774629877386615e+06,2.405761863111821003e+06,-2.795606413476170506e+06
-2.418250922790572047e+06,5.385787718503533863e+06,2.405764407008172944e+06,-2.795580200081832707e+06
-2.418251284624581225e+06,5.385785660711434670e+06,2.405763413110090420e+06,-2.795575475246752147e+06
-2.418251086224727798e+06,5.385784509802685119e+06,2.405762293008954730e+06,-2.795570356532032602e+06
-2.418251017225190531e+06,5.385784596931493841e+06,2.405762564453440253e+06,-2.795563888114844915e+06
-2.418250893374291714e+06,5.385783782632619143e+06,2.405761440381044988e+06,-2.795558569553363137e+06
-2.418250653409018181e+06,5.385783157702261582e+06,2.405761135341186076e+06,-2.795552861846644897e+06
-2.418250124383595306e+06,5.385783718329006806e+06,2.405761675261068158e+06,-2.795546111132875551e+06
-2.418256240828678943e+06,5.385786184354851954e+06,2.405764861044690944e+06,-2.795534477985512465e+06
-2.418256675920795649e+06,5.385785230272779241e+06,2.405764676528713666e+06,-2.795528696954525542e+06
-2.418256137689646333e+06,5.385786351454238407e+06,2.405765087488283869e+06,-2.795521710747468285e+06
-2.418256535949356388e+06,5.385786784550072625e+06,2.405765555584596004e+06,-2.795514772816267796e+06
-2.418256652248683386e+06,5.385786750913434662e+06,2.405766355069492944e+06,-2.795508150271358900e+06
-2.418250182159309741e+06,5.385784228118373081e+06,2.405764013946464751e+06,-2.795506793920109048e+06
-2.418250851229917724e+06,5.385784944908404723e+06,2.405763848529640120e+06,-2.795499754442892969e+06
-2.418251341331896372e+06,5.385785289664624259e+06,2.405764339543938171e+06,-2.795492735597103834e+06
-2.418249468101439066e+06,5.385784485084887594e+06,2.405765043740058783e+06,-2.795487900609741919e+06
-2.418249330084936228e+06,5.385783479484112933e+06,2.405765099489651155e+06,-2.795482348302430473e+06
-2.418249464847140014e+06,5.385782924850439653e+06,2.405765685985199641e+06,-2.795475979212713428e+06
-2.418249509397136513e+06,5.385782243068835698e+06,2.405764799842092674e+06,-2.795470292514516041e+06
-2.418227926144991070e+06,5.385771726656029932e+06,2.405760912994087674e+06,-2.795474671972244047e+06
-2.418227696493330877e+06,5.385771814836702310e+06,2.405760405815359205e+06,-2.795468585849129129e+06
-2.418227487461103592e+06,5.385770616784801707e+06,2.405759886154091917e+06,-2.795463328298727982e+06
-2.418228472686493769e+06,5.385769403646041639e+06,2.405758831668945961e+06,-2.795457800402021501e+06
-2.418228720206593163e+06,5.385770747491033748e+06,2.405759267602408770e+06,-2.795450187861620914e+06
-2.418229403125180397e+06,5.385771138183821924e+06,2.405759874600413255e+06,-2.795442974804547150e+06
-2.418252222689813469e+06,5.385782022297683172e+06,2.405762104703815188e+06,-2.795418994661878794e+06
-2.418258244875578210e+06,5.385786824963143095e+06,2.405766330579543952e+06,-2.795405562453998253e+06
-2.418258158251338638e+06,5.385785969832587056e+06,2.405765857106178999e+06,-2.795400004548246972e+06
-2.418257969423218165e+06,5.385785851673786528e+06,2.405765893326064572e+06,-2.795393718474345282e+06
-2.418257832098932005e+06,5.385784478485648520e+06,2.405764527556131128e+06,-2.795388804902707227e+06
-2.418255180972357281e+06,5.385781928497456945e+06,2.405765120821700897e+06,-2.795385408100938890e+06
-2.418255056015052833e+06,5.385783378907889128e+06,2.405765883594138548e+06,-2.795377910874867812e+06
-2.418225821501154453e+06,5.385766016923681833e+06,2.405760804042589851e+06,-2.795396788787819911e+06
-2.418224729618517216e+06,5.385766589667967521e+06,2.405760911817891058e+06,-2.795384096381547861e+06
-2.418223517293854617e+06,5.385767754681189544e+06,2.405762033945679665e+06,-2.795377121865456924e+06
-2.418223821193933021e+06,5.385767937758240849e+06,2.405762691551333759e+06,-2.795370300071628764e+06
-2.418224531652064528e+06,5.385767987868227996e+06,2.405762905561871827e+06,-2.795363477731420659e+06
-2.418225483238133602e+06,5.385767965286448598e+06,2.405763320627672132e+06,-2.795356507036259398e+06
-2.418226406578917522e+06,5.385767114583614282e+06,2.405763984142371453e+06,-2.795350148671312258e+06
-2.418264722266907804e+06,5.385788873625355773e+06,2.405769301658982411e+06,-2.795311747229566798e+06
-2.418264075582828373e+06,5.385787866871201433e+06,2.405768572199874092e+06,-2.795306581211152952e+06
-2.418263841144545004e+06,5.385786671511993743e+06,2.405768175053647254e+06,-2.795301335947118234e+06
-2.418257991098621860e+06,5.385783445155842230e+06,2.405766129701543599e+06,-2.795300155286460649e+06
-2.418257671708005015e+06,5.385783079235733487e+06,2.405766199711377732e+06,-2.795294265169192106e+06
-2.418256592084106058e+06,5.385782348810046911e+06,2.405765420813971665e+06,-2.795289120763664600e+06
-2.418257254284685478e+06,5.385782045592323877e+06,2.405764937524026260e+06,-2.795282835139221512e+06
-2.418256837917903904e+06,5.385782098718825728e+06,2.405765140294272453e+06,-2.795276430330549367e+06
-2.418227956852955744e+06,5.385762502676708624e+06,2.405760965950310696e+06,-2.795289942388356198e+06
-2.418229308553995565e+06,5.385763179199538194e+06,2.405762034628258087e+06,-2.795282142748100683e+06
-2.418229016101363581e+06,5.385761551044153050e+06,2.405760609243747313e+06,-2.795277374136683997e+06
-2.418228891318161506e+06,5.385761565494559705e+06,2.405761360494693276e+06,-2.795270822731728666e+06
-2.418227824451951776e+06,5.385760659031223506e+06,2.405760555627963971e+06,-2.795265931699445006e+06
-2.418227650884756353e+06,5.385760279210124165e+06,2.405760028501779307e+06,-2.795260055306514259e+06
-2.418260062594899442e+06,5.385779363433248363e+06,2.405765647124473471e+06,-2.795225725270571187e+06
-2.418260517280968372e+06,5.385779461054565385e+06,2.405766072787622921e+06,-2.795218994719263632e+06
-2.418260474701218307e+06,5.385780103143571876e+06,2.405765473513454199e+06,-2.795212419357789215e+06
-2.418254824563391041e+06,5.385776726353494450e+06,2.405763116991401650e+06,-2.795211281030880287e+06
-2.418254695747243240e+06,5.385776698647448793e+06,2.405762924416289199e+06,-2.795205218918406405e+06
-2.418255220615795348e+06,5.385776130132389255e+06,2.405762552007441875e+06,-2.795199342800436076e+06
-2.418254788267367985e+06,5.385775817116019316e+06,2.405762452458707616e+06,-2.795193365413569380e+06
-2.418254374283073936e+06,5.385775686840240844e+06,2.405763418271142989e+06,-2.795186944754693657e+06
-2.418254049914011266e+06,5.385775723784838803e+06,2.405763585596852936e+06,-2.795174155353578273e+06
-2.418253985633386299e+06,5.385775181224213913e+06,2.405762961851909757e+06,-2.795168335344453808e+06
-2.418254649662395939e+06,5.385777383636896499e+06,2.405763312683414668e+06,-2.795160011017049663e+06
-2.418229919442353770e+06,5.385761618261408061e+06,2.405762035027152393e+06,-2.795174751771870535e+06
-2.418230881432787515e+06,5.385761855653931387e+06,2.405761922371354885e+06,-2.795161811861635186e+06
-2.418231389159610029e+06,5.385763069442385808e+06,2.405762362742817029e+06,-2.795154127849291079e+06
-2.418230766764277592e+06,5.385762447098966688e+06,2.405762542185183614e+06,-2.795148351897280198e+06
-2.418230816435546614e+06,5.385762143236596137e+06,2.405762750221319031e+06,-2.795142221592317335e+06
-2.418231393240934238e+06,5.385760913652925752e+06,2.405761963667127304e+06,-2.795136836027916055e+06
-2.418231705701440573e+06,5.385761297754742205e+06,2.405761897101913113e+06,-2.795130149685962126e+06
-2.418231490268045105e+06,5.385762302310569212e+06,2.405763624854786322e+06,-2.795122624527811538e+06
-2.418231476242061239e+06,5.385761835747735575e+06,2.405763705049016047e+06,-2.795116506929229945e+06
-2.418255246071745176e+06,5.385777045305047184e+06,2.405766376738992985e+06,-2.795089387527041603e+06
-2.418255237388392445e+06,5.385778229747241363e+06,2.405767789328814484e+06,-2.795081781167828012e+06
-2.418255330768579151e+06,5.385778251893833280e+06,2.405767471831470728e+06,-2.795069446905460674e+06
-2.418254867816390935e+06,5.385777558466826566e+06,2.405767514950711280e+06,-2.795063733515227214e+06
-2.418228759481422603e+06,5.385761876859439537e+06,2.405764222961816937e+06,-2.795079437644765247e+06
-2.418229099029152654e+06,5.385762486880868673e+06,2.405764110942634288e+06,-2.795072503221271094e+06
-2.418233620832123328e+06,5.385766923033943400e+06,2.405763172693023924e+06,-2.795055416470098309e+06
-2.418233479752443265e+06,5.385766984653607011e+06,2.405763610075578094e+06,-2.795049078852452803e+06
-2.418253898120499216e+06,5.385776240194520913e+06,2.405767326176365837e+06,-2.795027222376694437e+06
-2.418253953189993743e+06,5.385775318034532480e+06,2.405767623722781427e+06,-2.795021236723892856e+06
-2.418253214616306126e+06,5.385775655211158097e+06,2.405768721079666167e+06,-2.795014800135990139e+06
-2.418253528212337289e+06,5.385776309071589261e+06,2.405768750653562136e+06,-2.795008042745741550e+06
-2.418254317067011259e+06,5.385777148265388794e+06,2.405768381547867786e+06,-2.795001021017819177e+06
-2.418255580571086612e+06,5.385776053980389610e+06,2.405766973624192644e+06,-2.794995240966211539e+06
-2.418255038306332659e+06,5.385775347772319801e+06,2.405765395159333479e+06,-2.794990521211780142e+06
-2.418255266091249883e+06,5.385775263003570959e+06,2.405765177772463299e+06,-2.794984271368516143e+06
-2.418255393210999668e+06,5.385776011839768849e+06,2.405766330094612669e+06,-2.794976812050851062e+06
-2.418255734456325881e+06,5.385777014949223027e+06,2.405767598791190889e+06,-2.794969126573336311e+06
-2.418255436049344949e+06,5.385776829143111594e+06,2.405767710267404560e+06,-2.794962786823287606e+06
-2.418260217435490806e+06,5.385779105401641689e+06,2.405769740418287925e+06,-2.794952073975234758e+06
-2.418260158687393181e+06,5.385778857875965536e+06,2.405770016105382238e+06,-2.794939342483113520e+06
-2.418260068897225428e+06,5.385778579772507772e+06,2.405769980974881910e+06,-2.794933170618994161e+06
-2.418259703024623916e+06,5.385778620668987744e+06,2.405770446178800892e+06,-2.794926785905528348e+06
-2.418259294671275653e+06,5.385777284925644286e+06,2.405768938319728710e+06,-2.794922305466067046e+06
-2.418257957766538952e+06,5.385777086351126432e+06,2.405769849381163251e+06,-2.794909952062675729e+06
-2.418257259130350314e+06,5.385777505742901936e+06,2.405770732953444589e+06,-2.794903194298904855e+06
-2.418258310239891056e+06,5.385775622918240726e+06,2.405768623608741444e+06,-2.794898686072434764e+06
-2.418257784966948442e+06,5.385776004795167595e+06,2.405769067235680763e+06,-2.794892249078779481e+06
-2.418256186047132127e+06,5.385776193478052504e+06,2.405768882853947580e+06,-2.794879847517012618e+06
-2.418256520694897044e+06,5.385775386623504572e+06,2.405768301114779431e+06,-2.794874144617015496e+06
-2.418256198891709559e+06,5.385774244885771535e+06,2.405768161261634436e+06,-2.794868600440484006e+06
-2.418256502781266812e+06,5.385773484344083816e+06,2.405766536370249931e+06,-2.794863483015045058e+06
-2.418256492780197412e+06,5.385770971655580215e+06,2.405765916474374942e+06,-2.794846425592639484e+06
-2.418256238613831811e+06,5.385772073080025613e+06,2.405766895518312696e+06,-2.794839216967153829e+06
-2.418256136185640935e+06,5.385772682268716395e+06,2.405766866044998169e+06,-2.794832469445342664e+06
-2.418255834085355047e+06,5.385772459182864055e+06,2.405766624195995275e+06,-2.794826616983003914e+06
-2.418256111402434297e+06,5.385773217835975811e+06,2.405767022675382439e+06,-2.794819764492400922e+06
-2.418256134613191709e+06,5.385772938526501879e+06,2.405766456219238695e+06,-2.794813803495193366e+06
-2.418255967360904440e+06,5.385772962745482102e+06,2.405766468779935502e+06,-2.794807402941450942e+06
-2.418255954529407434e+06,5.385773861565575935e+06,2.405766967056755908e+06,-2.794800360690634698e+06
-2.418255908090276178e+06,5.385775226340619847e+06,2.405767090955945663e+06,-2.794793202447965741e+06
-2.418254319881930947e+06,5.385775006411828101e+06,2.405767155773644336e+06,-2.794781454228883609e+06
-2.418253663389096968e+06,5.385774201490762644e+06,2.405766527282900177e+06,-2.794776272501058877e+06
-2.418254494765679352e+06,5.385773150957388803e+06,2.405766290344518144e+06,-2.794770389264168218e+06
-2.418254659298956860e+06,5.385772983214695007e+06,2.405765602923037019e+06,-2.794764417246741243e+06
-2.418256397670056205e+06,5.385774784941504709e+06,2.405767334751212038e+06,-2.794749460071476642e+06
-2.418254911037277430e+06,5.385773509777320549e+06,2.405767232345878612e+06,-2.794744627367166802e+06
-2.418254336082585156e+06,5.385773137223760597e+06,2.405767168143708259e+06,-2.794738851201675367e+06
-2.418254522150609642e+06,5.385773346034180373e+06,2.405767401782017201e+06,-2.794732293933350593e+06
-2.418254626208782196e+06,5.385772415808027610e+06,2.405767552715825848e+06,-2.794720054341391195e+06
-2.418254545724997763e+06,5.385772446969084442e+06,2.405767722202145495e+06,-2.794713736063447781e+06
-2.418253822765854187e+06,5.385773475585930049e+06,2.405768692484163679e+06,-2.794706696879547555e+06
-2.418253345266387798e+06,5.385772264033602551e+06,2.405768283525866456e+06,-2.794701544580610935e+06
-2.418252015368306544e+06,5.385770869884180836e+06,2.405767864410516340e+06,-2.794697018952141982e+06
-2.418252455657669343e+06,5.385771191608223133e+06,2.405768912026707083e+06,-2.794690099637483712e+06
-2.418252659998483490e+06,5.385769946270667948e+06,2.405769240770537872e+06,-2.794684535809146240e+06
-2.418251064786663745e+06,5.385768623081889935e+06,2.405767948667746969e+06,-2.794680333203417249e+06
-2.418251162560170051e+06,5.385769061560848728e+06,2.405767629943567328e+06,-2.794673615476928186e+06
-2.418251558756217360e+06,5.385768947031882592e+06,2.405766701576807071e+06,-2.794661136771382298e+06
-2.418251530696385074e+06,5.385768994179017842e+06,2.405766824160214514e+06,-2.794654756799385417e+06
-2.418252798323886935e+06,5.385769420875316486e+06,2.405765522849297151e+06,-2.794647768344676122e+06
-2.418252217640396208e+06,5.385770073289268650e+06,2.405765506954371464e+06,-2.794641479145324789e+06
-2.418252117539489176e+06,5.385772015860725194e+06,2.405767240063956007e+06,-2.794633389903478324e+06
-2.418252451178777963e+06,5.385771896229956299e+06,2.405767821395228617e+06,-2.794626779230883811e+06
-2.418252474660900887e+06,5.385769397798940539e+06,2.405766774863682687e+06,-2.794622382791249547e+06
-2.418254379415250849e+06,5.385770358071817085e+06,2.405767870168004185e+06,-2.794614558882722631e+06
-2.418254358604711015e+06,5.385770785504860803e+06,2.405768359430150595e+06,-2.794607817723486107e+06
-2.418254726397818886e+06,5.385770137259796262e+06,2.405766859760263003e+06,-2.794602290550276637e+06
-2.418254712339995429e+06,5.385770203067013063e+06,2.405767434420405887e+06,-2.794595619185179006e+06
-2.418254889469061513e+06,5.385769988352618180e+06,2.405767770883167628e+06,-2.794589246056035627e+06
-2.418253918541923631e+06,5.385768862388157286e+06,2.405768159469616134e+06,-2.794584354555426165e+06
