east_err(m),north_err(m),up_err(m),2d_err(m),3d_err(m)
4.467663346881255275e+05,2.550099078185590450e+06,6.493980394796591252e+06,2.588939061927426141e+06,6.991021873401352204e+06
4.467672541140221874e+05,2.550100075572344474e+06,6.493977699047823437e+06,2.588940203014094383e+06,6.991019791883951053e+06
4.467678500297411811e+05,2.550100720013510436e+06,6.493976137661903165e+06,2.588940940622945316e+06,6.991018614662375301e+06
4.467685656630758313e+05,2.550101098292224575e+06,6.493975489237626083e+06,2.588941436721937731e+06,6.991018196056631394e+06
4.467693540918682120e+05,2.550102274935096037e+06,6.493972899836676195e+06,2.588942731770020910e+06,6.991016270342816599e+06
4.467702818029794144e+05,2.550102937909051310e+06,6.493970225393660367e+06,2.588943544891369063e+06,6.991014087164613418e+06
4.467704811561052920e+05,2.550103206469224766e+06,6.493968479796658270e+06,2.588943843824558426e+06,6.991012576377588324e+06
4.467754224905410665e+05,2.550105358155590482e+06,6.493972866783679463e+06,2.588946815953440033e+06,6.991017752112927847e+06
4.467760983285694383e+05,2.550105887890430167e+06,6.493971689871682785e+06,2.588947454370431602e+06,6.991016895298281685e+06
4.467765406190614449e+05,2.550106767711755820e+06,6.493970636445406824e+06,2.588948397318269126e+06,6.991016265965342522e+06
4.467767489377839374e+05,2.550107312973372638e+06,6.493968022086364217e+06,2.588948970349105075e+06,6.991014049689213745e+06
4.467805898049321841e+05,2.550109402369211894e+06,6.493973554714852944e+06,2.588951691221429966e+06,6.991020196567462757e+06
4.467812645744632464e+05,2.550109978506518062e+06,6.493972794677194208e+06,2.588952375161287375e+06,6.991019743847159669e+06
4.467818518262858270e+05,2.550110363054513000e+06,6.493970660726917908e+06,2.588952855283260345e+06,6.991017939417788759e+06
4.467825840042377822e+05,2.550110960131688975e+06,6.493970093875537626e+06,2.588953569756180048e+06,6.991017677456060424e+06
4.467831363359315437e+05,2.550110862873792648e+06,6.493968056221095845e+06,2.588953569274870213e+06,6.991015784496634267e+06
4.467841668820295017e+05,2.550112056281597354e+06,6.493967614159138873e+06,2.588954922622104175e+06,6.991015875043981709e+06
4.467827862720753765e+05,2.550111951805311255e+06,6.493959725703723729e+06,2.588954581457413733e+06,6.991008421101445332e+06
4.467835094520054408e+05,2.550112604701682925e+06,6.493958141746258363e+06,2.588955349359399639e+06,6.991007234135090373e+06
4.467831094823768362e+05,2.550113129297247622e+06,6.493957370294254273e+06,2.588955797060456127e+06,6.991006683327659965e+06
4.467843061682273983e+05,2.550114228380247485e+06,6.493955327666152269e+06,2.588957086169179529e+06,6.991005263318660669e+06
4.467855636338726035e+05,2.550115231277917512e+06,6.493953851409371011e+06,2.588958291025034152e+06,6.991004338212205097e+06
4.467860417625624104e+05,2.550115354237952735e+06,6.493952495229855180e+06,2.588958494652631227e+06,6.991003153863977641e+06
4.467861254584760172e+05,2.550115744462807663e+06,6.493951964772625826e+06,2.588958893466502428e+06,6.991002808813164011e+06
4.467871594188148156e+05,2.550117012987631839e+06,6.493951311338502914e+06,2.588960321393608116e+06,6.991002730637826957e+06
4.467879408663953072e+05,2.550117306840310339e+06,6.493948043929648586e+06,2.588960745695096906e+06,6.990999852668273263e+06
4.467888976856332156e+05,2.550117998331259005e+06,6.493946752625395544e+06,2.588961591933756601e+06,6.990998966559936292e+06
4.467891340187716414e+05,2.550118378497634549e+06,6.493946554327169433e+06,2.588962007181381807e+06,6.990998936138265766e+06
4.467898126951023005e+05,2.550118146968191490e+06,6.493945011031874456e+06,2.588961896248109639e+06,6.990997461487908848e+06
4.467910412332696724e+05,2.550120642970197834e+06,6.493942808449172415e+06,2.588964566816055216e+06,6.990996404493265785e+06
4.467922120754955104e+05,2.550121124937129673e+06,6.493939797530819662e+06,2.588965243610258680e+06,6.990993858284853399e+06
4.467939456573967473e+05,2.550122213205200154e+06,6.493941973278149962e+06,2.588966614724626299e+06,6.990996387101226486e+06
4.467937418468917604e+05,2.550122907746519893e+06,6.493941676639032550e+06,2.588967263672353234e+06,6.990996351876924746e+06
4.467936447027287795e+05,2.550123344953658991e+06,6.493939444269513711e+06,2.588967677554972470e+06,6.990994431499986909e+06
4.467933593072614167e+05,2.550124223922022153e+06,6.493939479279825464e+06,2.588968494083109312e+06,6.990994766405142844e+06
4.467934850179147325e+05,2.550124543594740331e+06,6.493937819249665365e+06,2.588968830654153600e+06,6.990993349044171162e+06
4.467940191034268355e+05,2.550125225953056477e+06,6.493936494785795920e+06,2.588969594944815151e+06,6.990992401788142510e+06
4.467946441393842106e+05,2.550126166224639397e+06,6.493936368940226734e+06,2.588970628975001629e+06,6.990992667821916752e+06
4.467960895823015599e+05,2.550125560145299416e+06,6.493932008494135924e+06,2.588970281438628677e+06,6.990988488698653877e+06
4.467964851232868386e+05,2.550125821303615812e+06,6.493929759856184013e+06,2.588970606939747464e+06,6.990986520480765961e+06
4.467972514336857712e+05,2.550127370546089951e+06,6.493929404703262262e+06,2.588972265184972901e+06,6.990986804676909931e+06
4.467981019106362364e+05,2.550127468861697707e+06,6.493928609170014970e+06,2.588972508798406459e+06,6.990986155923263170e+06
4.467978330916634295e+05,2.550127147582255304e+06,6.493920903751431033e+06,2.588972145947386511e+06,6.990978863984013908e+06
4.467981637629165780e+05,2.550126920601960272e+06,6.493920462715460919e+06,2.588971979439088143e+06,6.990978392642573453e+06
4.467981372131036478e+05,2.550127515498029068e+06,6.493919264159113169e+06,2.588972560827412643e+06,6.990977494609326124e+06
4.467979263683261233e+05,2.550128838239059318e+06,6.493920594965759665e+06,2.588973827334979083e+06,6.990979199822152033e+06
4.467999248106436571e+05,2.550128394283644855e+06,6.493919657654460520e+06,2.588973734927119222e+06,6.990978294932226650e+06
4.468005186875697691e+05,2.550128806424360257e+06,6.493918967611181550e+06,2.588974243374161888e+06,6.990977842244608328e+06
4.468018167148390785e+05,2.550129094459347893e+06,6.493918661813826300e+06,2.588974751098923851e+06,6.990977746215590276e+06
4.468025098032601527e+05,2.550129534815115388e+06,6.493916809869137593e+06,2.588975304459826089e+06,6.990976230871036649e+06
4.468025842674140586e+05,2.550130130702028517e+06,6.493917407681939192e+06,2.588975904256813228e+06,6.990977008302695118e+06
4.468027008316175779e+05,2.550131283436228056e+06,6.493919685142394155e+06,2.588977059811564162e+06,6.990979551773157902e+06
4.468020729689330910e+05,2.550132671576465480e+06,6.493923168309533037e+06,2.588978318768053316e+06,6.990983253517231904e+06
4.468047542943399167e+05,2.550130346111122053e+06,6.493924557778262533e+06,2.588976490935530979e+06,6.990983867291674949e+06
4.468038180245158728e+05,2.550130089436163194e+06,6.493918321437348612e+06,2.588976076530831400e+06,6.990977920888368040e+06
4.468044635555295390e+05,2.550129903274242301e+06,6.493915576734516770e+06,2.588976004567566793e+06,6.990975344684162177e+06
4.468044443000605097e+05,2.550130456749182660e+06,6.493915270806272514e+06,2.588976546414833982e+06,6.990975261170431972e+06
4.468045206167041906e+05,2.550131136094509624e+06,6.493913721907115541e+06,2.588977228737672325e+06,6.990974075083937496e+06
4.468058029369200231e+05,2.550131401544895023e+06,6.493910301784276962e+06,2.588977711507659405e+06,6.990971076917955652e+06
4.468066583032963099e+05,2.550131632796596270e+06,6.493907989455086179e+06,2.588978086908807978e+06,6.990969068019296974e+06
4.468093234000671655e+05,2.550132255150962621e+06,6.493911071796489879e+06,2.588979159869495779e+06,6.990972328556278720e+06
4.468105467197591206e+05,2.550132548928243574e+06,6.493908719027955085e+06,2.588979660361060407e+06,6.990970328418693505e+06
4.468109900262239971e+05,2.550133242511477321e+06,6.493909639160650782e+06,2.588980420043827966e+06,6.990971464464287274e+06
4.468113166626921738e+05,2.550133882224259898e+06,6.493909782681345008e+06,2.588981106529366691e+06,6.990971852008166723e+06
4.468117742286212742e+05,2.550134315535989124e+06,6.493908635339381173e+06,2.588981612306958064e+06,6.990970973548590206e+06
4.468118481239629909e+05,2.550134718025558162e+06,6.493908861645720899e+06,2.588982021510239225e+06,6.990971335305564106e+06
4.468098585898392485e+05,2.550134198992883787e+06,6.493902429176481441e+06,2.588981166908355430e+06,6.990965043702503666e+06
4.468102591545854812e+05,2.550134607745071873e+06,6.493900888564069755e+06,2.588981638657350559e+06,6.990963787332767621e+06
4.468103324370319024e+05,2.550135227335709613e+06,6.493899793365454301e+06,2.588982261598376092e+06,6.990963000699040480e+06
4.468108362162828562e+05,2.550135881094207056e+06,6.493899210965982638e+06,2.588982992490375880e+06,6.990962730381920002e+06
4.468111640682094148e+05,2.550136706874439958e+06,6.493899253888837993e+06,2.588983862461178098e+06,6.990963092431714758e+06
4.468122327645613695e+05,2.550137077106592245e+06,6.493896982516251504e+06,2.588984411575667560e+06,6.990961185911096632e+06
4.468132606017967337e+05,2.550137121528509073e+06,6.493895378442223184e+06,2.588984632717490662e+06,6.990959777784491889e+06
4.468137783750347444e+05,2.550137293368127197e+06,6.493893748942168429e+06,2.588984891337276902e+06,6.990958359919108450e+06
4.468145729810466873e+05,2.550137657609285787e+06,6.493892661526653916e+06,2.588985387248296291e+06,6.990957533472430892e+06
4.468162043513161479e+05,2.550135381964930799e+06,6.493895588798637502e+06,2.588983427297351416e+06,6.990959526777332649e+06
4.468144544246132136e+05,2.550137130379979499e+06,6.493898353623630479e+06,2.588984847469254863e+06,6.990962620957223698e+06
4.468142141003817669e+05,2.550138608764855657e+06,6.493899463477157988e+06,2.588986262195165735e+06,6.990964175818970427e+06
4.468178629765676451e+05,2.550140029741371050e+06,6.493899028935565613e+06,2.588988291585009545e+06,6.990964523724501953e+06
4.468181736658033915e+05,2.550140112818214577e+06,6.493898393743224442e+06,2.588988427035266068e+06,6.990963983856830746e+06
4.468187613742423709e+05,2.550140880113004707e+06,6.493897854860674590e+06,2.588989284245792776e+06,6.990963800743328407e+06
4.468188507393857581e+05,2.550140771112002432e+06,6.493896436549675651e+06,2.588989192303394899e+06,6.990962449226598255e+06
4.468194630212601041e+05,2.550141921582571231e+06,6.493895123062755913e+06,2.588990431181130465e+06,6.990961687928614207e+06
4.468175571915474720e+05,2.550142060747893993e+06,6.493890147351352498e+06,2.588990239342384506e+06,6.990956994952630252e+06
4.468189225860986626e+05,2.550143153793522157e+06,6.493888720532316715e+06,2.588991551631826907e+06,6.990956155568266287e+06
4.468189284350100788e+05,2.550143486587355845e+06,6.493887990427481942e+06,2.588991880441444460e+06,6.990955599144512787e+06
4.468212571710451739e+05,2.550144280428276863e+06,6.493890837107976899e+06,2.588993064274403732e+06,6.990958681835840456e+06
4.468078747487694491e+05,2.550149135388310067e+06,6.493873209505897947e+06,2.588995536817175802e+06,6.990943223256622441e+06
4.468074481933906791e+05,2.550150001464336179e+06,6.493871777125474066e+06,2.588996316283521242e+06,6.990942181385597214e+06
4.468068929266099003e+05,2.550151109364486765e+06,6.493868939006055705e+06,2.588997311732797883e+06,6.990939913713125512e+06
4.468072147715595202e+05,2.550151623452296481e+06,6.493867929726869799e+06,2.588997873650788330e+06,6.990939184294442646e+06
4.468071154497992247e+05,2.550153540378483478e+06,6.493869655903711915e+06,2.588999744673892856e+06,6.990941480643968098e+06
4.468055395246864064e+05,2.550154524369378574e+06,6.493869340016552247e+06,2.589000441929579247e+06,6.990941445436270908e+06
4.468060153024939355e+05,2.550154568416676950e+06,6.493867753741159104e+06,2.589000567424993962e+06,6.990940018424288370e+06
4.468216674546080758e+05,2.550149662603368983e+06,6.493883004069742747e+06,2.588998436496822629e+06,6.990953395262255333e+06
4.468060774036893854e+05,2.550153556914660614e+06,6.493857758002072573e+06,2.588999581817147788e+06,6.990930368399693631e+06
4.468064304646313540e+05,2.550153847096577752e+06,6.493854272152152844e+06,2.588999928575901315e+06,6.990927258820162155e+06
4.468045441966606886e+05,2.550156661270185839e+06,6.493848477596985176e+06,2.589002374996108003e+06,6.990922782274466008e+06
4.468053777970157680e+05,2.550157576850495301e+06,6.493848094114546664e+06,2.589003420700004324e+06,6.990922813322391361e+06
4.468242287316941074e+05,2.550149016916733701e+06,6.493873098453305662e+06,2.588998242537653074e+06,6.990944122125321999e+06
4.468244315503017860e+05,2.550149452468481846e+06,6.493871365350588225e+06,2.588998706557333935e+06,6.990942684093172662e+06
4.468243321553152637e+05,2.550149972007871605e+06,6.493869904102736153e+06,2.588999201146611478e+06,6.990941509907593951e+06
4.468246940490148263e+05,2.550150772967558820e+06,6.493869475384360179e+06,2.589000052545197308e+06,6.990941426975895651e+06
4.468272543593152077e+05,2.550148438317066990e+06,6.493869741706424393e+06,2.588998194802240469e+06,6.990940986372258514e+06
4.468272271960504586e+05,2.550149516666638665e+06,6.493866298744629137e+06,2.588999252282395493e+06,6.990938179836099036e+06
4.468273810211833916e+05,2.550149491696934216e+06,6.493866285602130927e+06,2.588999254235578701e+06,6.990938168351397850e+06
4.468269189236079692e+05,2.550150412851632573e+06,6.493865944085319526e+06,2.589000081815780140e+06,6.990938157600397244e+06
4.468276969130845391e+05,2.550151121997384820e+06,6.493865390960786492e+06,2.589000914591026492e+06,6.990937952211524360e+06
4.468282630927538848e+05,2.550151709146482870e+06,6.493863944227711298e+06,2.589001590644782875e+06,6.990936858712279238e+06
4.468276235634883051e+05,2.550152638724415563e+06,6.493863689155686647e+06,2.589002395899334457e+06,6.990936919991997071e+06
4.468273105967481970e+05,2.550153418564464897e+06,6.493863672359430231e+06,2.589003110023460351e+06,6.990937168856594712e+06
4.468271491292722640e+05,2.550155378331381828e+06,6.493863676527970470e+06,2.589005012515709270e+06,6.990937877292348072e+06
4.468272679492019233e+05,2.550156507986946963e+06,6.493863823682803661e+06,2.589006145726797637e+06,6.990938433654480614e+06
4.468248250436041271e+05,2.550159571352741215e+06,6.493861680258770473e+06,2.589008741514258552e+06,6.990937403951669112e+06
4.468272953175511211e+05,2.550157998047036584e+06,6.493862847185167484e+06,2.589007618151029572e+06,6.990938071882479824e+06
4.468270706913995091e+05,2.550158586150779389e+06,6.493861869198886678e+06,2.589008158662540838e+06,6.990937363605573773e+06
4.468265548787400476e+05,2.550159627107255161e+06,6.493861547207659110e+06,2.589009094976805616e+06,6.990937411261444911e+06
4.468277375137970084e+05,2.550159097797306255e+06,6.493859822158864699e+06,2.589008777715917677e+06,6.990935691374884918e+06
4.468275435551116825e+05,2.550160341489311308e+06,6.493860648243010044e+06,2.589009969270952046e+06,6.990936900000135414e+06
4.468278211700122338e+05,2.550160919846439268e+06,6.493860380559090525e+06,2.589010586862011347e+06,6.990936880066836253e+06
4.468104727630644920e+05,2.550169217520439997e+06,6.493838941582608968e+06,2.589015765992854256e+06,6.990918883506967686e+06
4.468095425802678219e+05,2.550168760712021962e+06,6.493838123761468567e+06,2.589015155508418102e+06,6.990917897749204189e+06
4.468096309763200697e+05,2.550168918102086522e+06,6.493837982604466379e+06,2.589015325792252086e+06,6.990917829691864550e+06
4.468109931103833369e+05,2.550168835289725568e+06,6.493835803934594616e+06,2.589015479298499878e+06,6.990915862782937475e+06
4.468115520425084396e+05,2.550169387797262985e+06,6.493834721272614785e+06,2.589016119976254646e+06,6.990915094370884821e+06
4.468111270598837873e+05,2.550170085726480931e+06,6.493834756863751449e+06,2.589016734090131242e+06,6.990915354862367734e+06
4.468282788041585009e+05,2.550164487142381724e+06,6.493855107199325226e+06,2.589014179609925020e+06,6.990933312192301266e+06
4.468298613962344825e+05,2.550164570061347913e+06,6.493852286317097954e+06,2.589014534418753814e+06,6.990930823283645324e+06
4.468305614398111938e+05,2.550164309322574176e+06,6.493849970641863532e+06,2.589014398410966620e+06,6.990928621891702525e+06
4.468308724163551815e+05,2.550164887248537969e+06,6.493849277048304677e+06,2.589015021335278172e+06,6.990928208308286034e+06
4.468315025888748933e+05,2.550164494701374322e+06,6.493847272217258811e+06,2.589014743438389152e+06,6.990926243111485615e+06
4.468323588784345193e+05,2.550165158622989431e+06,6.493844850055350922e+06,2.589015545182276983e+06,6.990924290091110393e+06
4.468320562416694593e+05,2.550165892512634862e+06,6.493844483657736331e+06,2.589016215827920008e+06,6.990924198112288490e+06
4.468370355312961619e+05,2.550167381484835874e+06,6.493849248003035784e+06,2.589018541824608110e+06,6.990929485104339197e+06
4.468382328620663611e+05,2.550167819699399639e+06,6.493847693604417145e+06,2.589019180110043846e+06,6.990928277611571364e+06
4.468376922179057728e+05,2.550168241627226118e+06,6.493847747884111479e+06,2.589019502396751661e+06,6.990928447387389839e+06
4.468382877446048660e+05,2.550168809066500049e+06,6.493847597997795790e+06,2.589020164102663286e+06,6.990928553214653395e+06
4.468388172287989873e+05,2.550169888530502561e+06,6.493847073107054457e+06,2.589021318751567975e+06,6.990928493258328177e+06
4.468343577988267643e+05,2.550169948115933686e+06,6.493840759397171438e+06,2.589020607794212643e+06,6.990922365181231871e+06
4.468350841712888214e+05,2.550169789118092973e+06,6.493840711139289662e+06,2.589020576545690652e+06,6.990922308782083914e+06
4.468357996669200365e+05,2.550170394068727735e+06,6.493840530196941458e+06,2.589021295904811006e+06,6.990922407113178633e+06
4.468352395798784564e+05,2.550172307822122239e+06,6.493837720499008894e+06,2.589023084275846370e+06,6.990920459502381273e+06
4.468359351890429389e+05,2.550173075258278754e+06,6.493835996619466692e+06,2.589023960249988362e+06,6.990919182606767863e+06
4.468366949223027332e+05,2.550174135184258223e+06,6.493834958165794611e+06,2.589025135392058175e+06,6.990918653194872662e+06
4.468374244397397852e+05,2.550173890702998266e+06,6.493833219299240038e+06,2.589025020486130379e+06,6.990916995414660312e+06
4.468228617563378648e+05,2.550177983583058696e+06,6.493813000952743925e+06,2.589026538631822914e+06,6.990898776915795170e+06
4.468230257454753155e+05,2.550177865754059516e+06,6.493811951853833161e+06,2.589026450872657821e+06,6.990897769911812618e+06
4.468237353999126935e+05,2.550178178504937794e+06,6.493809820246006362e+06,2.589026881405346561e+06,6.990895949316007085e+06
4.468255407078890712e+05,2.550177816012083087e+06,6.493807925502433442e+06,2.589026835919059347e+06,6.990894172452282161e+06
4.468256256679546786e+05,2.550178061799119692e+06,6.493808474960423075e+06,2.589027092680776492e+06,6.990894777930997312e+06
4.468264982463964843e+05,2.550178728175453842e+06,6.493808449878613465e+06,2.589027899651471991e+06,6.990895053488400765e+06
4.468432669871844118e+05,2.550173821697112173e+06,6.493826286285222508e+06,2.589025960882013664e+06,6.990910903635516763e+06
4.468472031744886190e+05,2.550175478576429188e+06,6.493833381790284067e+06,2.589028272251460236e+06,6.990918350615405478e+06
4.468478840325172059e+05,2.550175696299715433e+06,6.493831603527345695e+06,2.589028604218592867e+06,6.990916821736088954e+06
4.468481697822664864e+05,2.550176146306403447e+06,6.493830601984484121e+06,2.589029096790520940e+06,6.990916073827384971e+06
4.468490165907402406e+05,2.550175725745298434e+06,6.493828028610983863e+06,2.589028828694008756e+06,6.990913584144942462e+06
4.468480521874669357e+05,2.550177915883681737e+06,6.493824252889528871e+06,2.589030819516170304e+06,6.990910814180139452e+06
4.468477537008129875e+05,2.550178485064360313e+06,6.493824875179452822e+06,2.589031328638689592e+06,6.990911580771999434e+06
4.468286054855258553e+05,2.550184687866456341e+06,6.493796370930501260e+06,2.589034133592810482e+06,6.990886142115234397e+06
4.468281940239997348e+05,2.550185451482743490e+06,6.493794793441464193e+06,2.589034814738688059e+06,6.990884929052720778e+06
4.468270204771259450e+05,2.550186620987180155e+06,6.493794899169094861e+06,2.589035764158247039e+06,6.990885378874769434e+06
4.468276323337239446e+05,2.550187464989992790e+06,6.493794574431793764e+06,2.589036701093487442e+06,6.990885424216939136e+06
4.468286695418599411e+05,2.550187881421727128e+06,6.493794123182199895e+06,2.589037290282777511e+06,6.990885223256813362e+06
4.468303661077843281e+05,2.550188817779212259e+06,6.493792934261913411e+06,2.589038505391944200e+06,6.990884568884835579e+06
4.468319665031501791e+05,2.550189928877528757e+06,6.493791973998334259e+06,2.589039876023049466e+06,6.990884184507895261e+06
4.468584172517746338e+05,2.550181704538456630e+06,6.493826033121738583e+06,2.589036340268600732e+06,6.990914512399721891e+06
4.468586492961474578e+05,2.550181824992964510e+06,6.493823817491073161e+06,2.589036498965440318e+06,6.990912513083650731e+06
4.468597442816923722e+05,2.550182600340798497e+06,6.493820881022225134e+06,2.589037451668178663e+06,6.990910138239564374e+06
4.468561386790969409e+05,2.550183080770052504e+06,6.493814320732102729e+06,2.589037302574265283e+06,6.990903989203855395e+06
4.468564068076229887e+05,2.550183668118474539e+06,6.493813073423635215e+06,2.589037927386004478e+06,6.990903061980686150e+06
4.468561307110124035e+05,2.550183714465050492e+06,6.493810908183545806e+06,2.589037925384018105e+06,6.990901049959181808e+06
4.468580878446165589e+05,2.550184308066890109e+06,6.493808187780815177e+06,2.589038847870527767e+06,6.990898864629061893e+06
4.468580958595378906e+05,2.550184888231330551e+06,6.493807307785660028e+06,2.589039420711599756e+06,6.990898259354737587e+06
4.468401851763853920e+05,2.550192647065913770e+06,6.493777395481738262e+06,2.589043971862494014e+06,6.990872159488192759e+06
4.468415507793693687e+05,2.550193537646456156e+06,6.493778040307702497e+06,2.589045084767095745e+06,6.990873170623195358e+06
4.468423605078030960e+05,2.550193174325119238e+06,6.493775170327259228e+06,2.589044866648435127e+06,6.990870423937024549e+06
4.468426503649977967e+05,2.550194229993578978e+06,6.493774576354413293e+06,2.589045956501691602e+06,6.990870275822939351e+06
4.468424580136780860e+05,2.550194311280314345e+06,6.493772257516374812e+06,2.589046003370774910e+06,6.990868139227022417e+06
4.468428648651191033e+05,2.550194328314304352e+06,6.493770827105385251e+06,2.589046090367514640e+06,6.990866842746489681e+06
4.468650252843549824e+05,2.550188226491558831e+06,6.493800505558509380e+06,2.589043904872713611e+06,6.990893601489762776e+06
4.468662193116325652e+05,2.550189208283576183e+06,6.493799233805197291e+06,2.589045078017740045e+06,6.990892854634295218e+06
4.468663270720975706e+05,2.550188784387189429e+06,6.493798688147448935e+06,2.589044679082444403e+06,6.990892200032170862e+06
4.468629654571096180e+05,2.550188997935750522e+06,6.493791958549636416e+06,2.589044309217142407e+06,6.990885811970725656e+06
4.468632689029548783e+05,2.550189195619085804e+06,6.493790969256753102e+06,2.589044556307781022e+06,6.990884984531465918e+06
4.468647998117118841e+05,2.550189658778391313e+06,6.493788858985018916e+06,2.589045276747977361e+06,6.990883291124874726e+06
4.468649432233603438e+05,2.550190088498312049e+06,6.493787549167859368e+06,2.589045724771396257e+06,6.990882240367417224e+06
4.468650285353218787e+05,2.550191437742524780e+06,6.493786804881681688e+06,2.589047068491254468e+06,6.990882046646087430e+06
4.468651271043943707e+05,2.550191976415127516e+06,6.493785932640398853e+06,2.589047616092473734e+06,6.990881439228707924e+06
4.468661099245328805e+05,2.550192289646573365e+06,6.493783525618396699e+06,2.589048094256249256e+06,6.990879380447412841e+06
4.468662231703656726e+05,2.550192094685526565e+06,6.493784925253742374e+06,2.589047921767208260e+06,6.990880616679121740e+06
4.468505300549844978e+05,2.550200561886782292e+06,6.493760918449777178e+06,2.589053553339150269e+06,6.990860402557311580e+06
4.468517200130635174e+05,2.550200572147380095e+06,6.493760596608857624e+06,2.589053768823556136e+06,6.990860183405851014e+06
4.468520956219771178e+05,2.550200826618220657e+06,6.493761136591810733e+06,2.589054084302993026e+06,6.990860801829498261e+06
4.468521923651433317e+05,2.550201651098253671e+06,6.493759599566399120e+06,2.589054913107444067e+06,6.990859681043995544e+06
4.468527717546388158e+05,2.550202287284943741e+06,6.493758596881175414e+06,2.589055639745535329e+06,6.990859018766315654e+06
4.468542112132831826e+05,2.550202241862947121e+06,6.493756635169945657e+06,2.589055843445993960e+06,6.990857271987144835e+06
4.468547485372648225e+05,2.550202344946270343e+06,6.493756208496961743e+06,2.589056037721037399e+06,6.990856947603247128e+06
4.468549597508168663e+05,2.550204321572034620e+06,6.493755942432939075e+06,2.589058021137916949e+06,6.990857435014799237e+06
4.468555476757375873e+05,2.550204905716466252e+06,6.493754729768946767e+06,2.589058697988308035e+06,6.990856559251196682e+06
4.468714115563753876e+05,2.550198762452485505e+06,6.493776744578695856e+06,2.589055384977419861e+06,6.990875781682267785e+06
4.468713280853460310e+05,2.550200006841064896e+06,6.493777433079952374e+06,2.589056596283080056e+06,6.990876869830806740e+06
4.468718138118941570e+05,2.550200037145760842e+06,6.493776522655295208e+06,2.589056709969438147e+06,6.990876066247125156e+06
4.468720851253280416e+05,2.550200735326814931e+06,6.493774934319291264e+06,2.589057444500930142e+06,6.990874862885131501e+06
4.468551004980949219e+05,2.550207524148836732e+06,6.493749711458548903e+06,2.589061199946131557e+06,6.990852824379474856e+06
4.468555699935165467e+05,2.550207502747683786e+06,6.493749468476484530e+06,2.589061259898036253e+06,6.990852620878473856e+06
4.468582875686892658e+05,2.550204742034938186e+06,6.493753726106424816e+06,2.589059009653180372e+06,6.990855742381427437e+06
4.468585432382079889e+05,2.550205493520959746e+06,6.493753046645986848e+06,2.589059793988824822e+06,6.990855401713977568e+06
4.468737885441138642e+05,2.550202899009421468e+06,6.493769162547221407e+06,2.589059869721793104e+06,6.990870399703678675e+06
4.468746261197015992e+05,2.550203831243907101e+06,6.493767674034024589e+06,2.589060932531469967e+06,6.990869410644858144e+06
4.468742238480036031e+05,2.550205190804346930e+06,6.493767251197246835e+06,2.589062202254938427e+06,6.990869488115697168e+06
4.468746517117834883e+05,2.550205289258146659e+06,6.493767089119726792e+06,2.589062373080794234e+06,6.990869400828287005e+06
4.468754372205623076e+05,2.550204880809992086e+06,6.493767112258605659e+06,2.589062106342405546e+06,6.990869323535495438e+06
4.468774477073234739e+05,2.550204106911117677e+06,6.493765289144566283e+06,2.589061691071833484e+06,6.990867476263196208e+06
4.468776519023177680e+05,2.550203321591899265e+06,6.493763044522888027e+06,2.589060952783477027e+06,6.990865117826208472e+06
4.468783040346633643e+05,2.550203460639548022e+06,6.493762132790792733e+06,2.589061202303804923e+06,6.990864363334654830e+06
4.468785228804188082e+05,2.550204593942414504e+06,6.493762406323550269e+06,2.589062356370889116e+06,6.990865044825125486e+06
4.468788329113109503e+05,2.550205713587092701e+06,6.493763019777452573e+06,2.589063512723553926e+06,6.990866042912394740e+06
4.468790464057001518e+05,2.550206273676114157e+06,6.493761948175735772e+06,2.589064101256181486e+06,6.990865265472408384e+06
4.468828855048586265e+05,2.550206966733146925e+06,6.493765607819368131e+06,2.589065446552370675e+06,6.990869163117635995e+06
4.468833429115419858e+05,2.550207662858445663e+06,6.493764637271214277e+06,2.589066211179955397e+06,6.990868544762365520e+06
4.468837845247733057e+05,2.550208086834648624e+06,6.493763511186488904e+06,2.589066705017084256e+06,6.990867681643323973e+06
4.468838436130812624e+05,2.550208906181772240e+06,6.493762739606375806e+06,2.589067522265735082e+06,6.990867267596441321e+06
4.468844278347054496e+05,2.550208383332457393e+06,6.493760041199050844e+06,2.589067108102896716e+06,6.990864607681498863e+06
4.468841087899152772e+05,2.550210195278020576e+06,6.493758024731639773e+06,2.589068837784912437e+06,6.990863375188753009e+06
4.468837092753817560e+05,2.550211322375305463e+06,6.493757605281690136e+06,2.589069879008082673e+06,6.990863371182469651e+06
4.468858489975637640e+05,2.550210205572478008e+06,6.493754769936067052e+06,2.589069148292546626e+06,6.990860466831512749e+06
4.468856230019290233e+05,2.550210911679340992e+06,6.493754217548767105e+06,2.589069804793644231e+06,6.990860196858937852e+06
4.468844966952955001e+05,2.550211270564973354e+06,6.493752856883071363e+06,2.589069963887268677e+06,6.990858991867900826e+06
4.468855420886592474e+05,2.550211305917336605e+06,6.493751237921716645e+06,2.589070179148584139e+06,6.990857567749919370e+06
4.468861257997259963e+05,2.550211968092349358e+06,6.493749255256249569e+06,2.589070932136418298e+06,6.990856004937795922e+06
4.468871241633414757e+05,2.550211027088988572e+06,6.493747267818029039e+06,2.589070177579058334e+06,6.990853879371487536e+06
4.468885538756132592e+05,2.550211671331827063e+06,6.493744064035043120e+06,2.589071058928686194e+06,6.990851229812609032e+06
